State,County,Method of production,County_fips,County_full,State_ac,concatenated
Nebraska,Nemaha,Organic,31127,Nemaha County,NE,"Nemaha County, NE"
Nebraska,Burt,Organic,31021,Burt County,NE,"Burt County, NE"
Nebraska,Thurston,Organic,31173,Thurston County,NE,"Thurston County, NE"
Nebraska,Howard,Organic,31093,Howard County,NE,"Howard County, NE"
Nebraska,Antelope,Organic,31003,Antelope County,NE,"Antelope County, NE"
Nebraska,Stanton,Organic,31167,Stanton County,NE,"Stanton County, NE"
Nebraska,Dixon,Organic,31051,Dixon County,NE,"Dixon County, NE"
Nebraska,Cherry,Organic,31031,Cherry County,NE,"Cherry County, NE"
Nebraska,Boone,Organic,31011,Boone County,NE,"Boone County, NE"
Nebraska,Johnson,Organic,31097,Johnson County,NE,"Johnson County, NE"
Nebraska,Sheridan,Organic,31161,Sheridan County,NE,"Sheridan County, NE"
Nebraska,Thayer,Organic,31169,Thayer County,NE,"Thayer County, NE"
Nebraska,Nuckolls,Organic,31129,Nuckolls County,NE,"Nuckolls County, NE"
Nebraska,Valley,Organic,31175,Valley County,NE,"Valley County, NE"
Nebraska,Sherman,Organic,31163,Sherman County,NE,"Sherman County, NE"
Nebraska,Perkins,Organic,31135,Perkins County,NE,"Perkins County, NE"
Nebraska,Brown,Organic,31017,Brown County,NE,"Brown County, NE"
Nebraska,Hitchcock,Organic,31087,Hitchcock County,NE,"Hitchcock County, NE"
Nebraska,Pawnee,Organic,31133,Pawnee County,NE,"Pawnee County, NE"
Nebraska,Frontier,Organic,31063,Frontier County,NE,"Frontier County, NE"
Nebraska,Greeley,Organic,31077,Greeley County,NE,"Greeley County, NE"
Nebraska,Gosper,Organic,31073,Gosper County,NE,"Gosper County, NE"
Nebraska,Sioux,Organic,31165,Sioux County,NE,"Sioux County, NE"
Nebraska,Keya Paha,Organic,31103,Keya Paha County,NE,"Keya Paha County, NE"
New Jersey,Bergen,Organic,34003,Bergen County,NJ,"Bergen County, NJ"
New Jersey,Middlesex,Organic,34023,Middlesex County,NJ,"Middlesex County, NJ"
New Jersey,Essex,Organic,34013,Essex County,NJ,"Essex County, NJ"
New Jersey,Monmouth,Organic,34025,Monmouth County,NJ,"Monmouth County, NJ"
New Jersey,Ocean,Organic,34029,Ocean County,NJ,"Ocean County, NJ"
New Jersey,Union,Organic,34039,Union County,NJ,"Union County, NJ"
New Jersey,Camden,Organic,34007,Camden County,NJ,"Camden County, NJ"
New Jersey,Passaic,Organic,34031,Passaic County,NJ,"Passaic County, NJ"
New Jersey,Morris,Organic,34027,Morris County,NJ,"Morris County, NJ"
New Jersey,Burlington,Organic,34005,Burlington County,NJ,"Burlington County, NJ"
New Jersey,Mercer,Organic,34021,Mercer County,NJ,"Mercer County, NJ"
New Jersey,Somerset,Organic,34035,Somerset County,NJ,"Somerset County, NJ"
New Jersey,Gloucester,Organic,34015,Gloucester County,NJ,"Gloucester County, NJ"
New Jersey,Atlantic,Organic,34001,Atlantic County,NJ,"Atlantic County, NJ"
New Jersey,Cumberland,Organic,34011,Cumberland County,NJ,"Cumberland County, NJ"
New Jersey,Sussex,Organic,34037,Sussex County,NJ,"Sussex County, NJ"
New Jersey,Hunterdon,Organic,34019,Hunterdon County,NJ,"Hunterdon County, NJ"
New Jersey,Warren,Organic,34041,Warren County,NJ,"Warren County, NJ"
New Jersey,Cape May,Organic,34009,Cape May County,NJ,"Cape May County, NJ"
New Jersey,Salem,Organic,34033,Salem County,NJ,"Salem County, NJ"
New Mexico,Bernalillo,Organic,35001,Bernalillo County,NM,"Bernalillo County, NM"
New Mexico,Santa Fe,Organic,35049,Santa Fe County,NM,"Santa Fe County, NM"
New Mexico,Sandoval,Organic,35043,Sandoval County,NM,"Sandoval County, NM"
New Mexico,San Juan,Organic,35045,San Juan County,NM,"San Juan County, NM"
New Mexico,Valencia,Organic,35061,Valencia County,NM,"Valencia County, NM"
New Mexico,Lea,Organic,35025,Lea County,NM,"Lea County, NM"
New Mexico,McKinley,Organic,35031,McKinley County,NM,"McKinley County, NM"
New Mexico,Otero,Organic,35035,Otero County,NM,"Otero County, NM"
New Mexico,Chaves,Organic,35005,Chaves County,NM,"Chaves County, NM"
New Mexico,Eddy,Organic,35015,Eddy County,NM,"Eddy County, NM"
New Mexico,Curry,Organic,35009,Curry County,NM,"Curry County, NM"
New Mexico,Rio Arriba,Organic,35039,Rio Arriba County,NM,"Rio Arriba County, NM"
New Mexico,Taos,Organic,35055,Taos County,NM,"Taos County, NM"
New Mexico,Grant,Organic,35017,Grant County,NM,"Grant County, NM"
New Mexico,San Miguel,Organic,35047,San Miguel County,NM,"San Miguel County, NM"
New Mexico,Cibola,Organic,35006,Cibola County,NM,"Cibola County, NM"
New Mexico,Luna,Organic,35029,Luna County,NM,"Luna County, NM"
New Mexico,Lincoln,Organic,35027,Lincoln County,NM,"Lincoln County, NM"
New Mexico,Roosevelt,Organic,35041,Roosevelt County,NM,"Roosevelt County, NM"
New Mexico,Socorro,Organic,35053,Socorro County,NM,"Socorro County, NM"
New Mexico,Torrance,Organic,35057,Torrance County,NM,"Torrance County, NM"
New Mexico,Sierra,Organic,35051,Sierra County,NM,"Sierra County, NM"
New Mexico,Quay,Organic,35037,Quay County,NM,"Quay County, NM"
New Mexico,Guadalupe,Organic,35019,Guadalupe County,NM,"Guadalupe County, NM"
New Mexico,Mora,Organic,35033,Mora County,NM,"Mora County, NM"
New Mexico,Hidalgo,Organic,35023,Hidalgo County,NM,"Hidalgo County, NM"
New Mexico,Catron,Organic,35003,Catron County,NM,"Catron County, NM"
New Mexico,De Baca,Organic,35011,De Baca County,NM,"De Baca County, NM"
New York,Madison,Organic,36053,Madison County,NY,"Madison County, NY"
New York,Kings,Organic,36047,Kings County,NY,"Kings County, NY"
New York,Queens,Organic,36081,Queens County,NY,"Queens County, NY"
New York,New York,Organic,36061,New York County,NY,"New York County, NY"
New York,Suffolk,Organic,36103,Suffolk County,NY,"Suffolk County, NY"
New York,Bronx,Organic,36005,Bronx County,NY,"Bronx County, NY"
New York,Nassau,Organic,36059,Nassau County,NY,"Nassau County, NY"
New York,Westchester,Organic,36119,Westchester County,NY,"Westchester County, NY"
New York,Erie,Organic,36029,Erie County,NY,"Erie County, NY"
New York,Monroe,Organic,36055,Monroe County,NY,"Monroe County, NY"
New York,Richmond,Organic,36085,Richmond County,NY,"Richmond County, NY"
New York,Onondaga,Organic,36067,Onondaga County,NY,"Onondaga County, NY"
New York,Orange,Organic,36071,Orange County,NY,"Orange County, NY"
New York,Rockland,Organic,36087,Rockland County,NY,"Rockland County, NY"
New York,Albany,Organic,36001,Albany County,NY,"Albany County, NY"
New York,Dutchess,Organic,36027,Dutchess County,NY,"Dutchess County, NY"
New York,Saratoga,Organic,36091,Saratoga County,NY,"Saratoga County, NY"
New York,Oneida,Organic,36065,Oneida County,NY,"Oneida County, NY"
New York,Niagara,Organic,36063,Niagara County,NY,"Niagara County, NY"
New York,Broome,Organic,36007,Broome County,NY,"Broome County, NY"
New York,Ulster,Organic,36111,Ulster County,NY,"Ulster County, NY"
New York,Rensselaer,Organic,36083,Rensselaer County,NY,"Rensselaer County, NY"
New York,Schenectady,Organic,36093,Schenectady County,NY,"Schenectady County, NY"
New York,Chautauqua,Organic,36013,Chautauqua County,NY,"Chautauqua County, NY"
New York,Oswego,Organic,36075,Oswego County,NY,"Oswego County, NY"
New York,Jefferson,Organic,36045,Jefferson County,NY,"Jefferson County, NY"
New York,Ontario,Organic,36069,Ontario County,NY,"Ontario County, NY"
New York,Tompkins,Organic,36109,Tompkins County,NY,"Tompkins County, NY"
New York,Putnam,Organic,36079,Putnam County,NY,"Putnam County, NY"
New York,Steuben,Organic,36101,Steuben County,NY,"Steuben County, NY"
New York,Wayne,Organic,36117,Wayne County,NY,"Wayne County, NY"
New York,Chemung,Organic,36015,Chemung County,NY,"Chemung County, NY"
New York,Clinton,Organic,36019,Clinton County,NY,"Clinton County, NY"
New York,Sullivan,Organic,36105,Sullivan County,NY,"Sullivan County, NY"
New York,Cattaraugus,Organic,36009,Cattaraugus County,NY,"Cattaraugus County, NY"
New York,Cayuga,Organic,36011,Cayuga County,NY,"Cayuga County, NY"
New York,Warren,Organic,36113,Warren County,NY,"Warren County, NY"
New York,Livingston,Organic,36051,Livingston County,NY,"Livingston County, NY"
New York,Columbia,Organic,36021,Columbia County,NY,"Columbia County, NY"
New York,Washington,Organic,36115,Washington County,NY,"Washington County, NY"
New York,Herkimer,Organic,36043,Herkimer County,NY,"Herkimer County, NY"
New York,Otsego,Organic,36077,Otsego County,NY,"Otsego County, NY"
New York,Genesee,Organic,36037,Genesee County,NY,"Genesee County, NY"
New York,Fulton,Organic,36035,Fulton County,NY,"Fulton County, NY"
New York,Montgomery,Organic,36057,Montgomery County,NY,"Montgomery County, NY"
New York,Tioga,Organic,36107,Tioga County,NY,"Tioga County, NY"
New York,Greene,Organic,36039,Greene County,NY,"Greene County, NY"
New York,Franklin,Organic,36033,Franklin County,NY,"Franklin County, NY"
New York,Allegany,Organic,36003,Allegany County,NY,"Allegany County, NY"
New York,Chenango,Organic,36017,Chenango County,NY,"Chenango County, NY"
New York,Cortland,Organic,36023,Cortland County,NY,"Cortland County, NY"
New York,Delaware,Organic,36025,Delaware County,NY,"Delaware County, NY"
New York,Wyoming,Organic,36121,Wyoming County,NY,"Wyoming County, NY"
New York,Orleans,Organic,36073,Orleans County,NY,"Orleans County, NY"
New York,Essex,Organic,36031,Essex County,NY,"Essex County, NY"
New York,Seneca,Organic,36099,Seneca County,NY,"Seneca County, NY"
New York,Schoharie,Organic,36095,Schoharie County,NY,"Schoharie County, NY"
New York,Lewis,Organic,36049,Lewis County,NY,"Lewis County, NY"
New York,Yates,Organic,36123,Yates County,NY,"Yates County, NY"
New York,Schuyler,Organic,36097,Schuyler County,NY,"Schuyler County, NY"
North Carolina,Wake,Organic,37183,Wake County,NC,"Wake County, NC"
North Carolina,Mecklenburg,Organic,37119,Mecklenburg County,NC,"Mecklenburg County, NC"
North Carolina,Guilford,Organic,37081,Guilford County,NC,"Guilford County, NC"
North Carolina,Forsyth,Organic,37067,Forsyth County,NC,"Forsyth County, NC"
North Carolina,Cumberland,Organic,37051,Cumberland County,NC,"Cumberland County, NC"
North Carolina,Durham,Organic,37063,Durham County,NC,"Durham County, NC"
North Carolina,Buncombe,Organic,37021,Buncombe County,NC,"Buncombe County, NC"
North Carolina,Union,Organic,37179,Union County,NC,"Union County, NC"
North Carolina,Gaston,Organic,37071,Gaston County,NC,"Gaston County, NC"
North Carolina,New Hanover,Organic,37129,New Hanover County,NC,"New Hanover County, NC"
North Carolina,Cabarrus,Organic,37025,Cabarrus County,NC,"Cabarrus County, NC"
North Carolina,Johnston,Organic,37101,Johnston County,NC,"Johnston County, NC"
North Carolina,Onslow,Organic,37133,Onslow County,NC,"Onslow County, NC"
North Carolina,Iredell,Organic,37097,Iredell County,NC,"Iredell County, NC"
North Carolina,Alamance,Organic,37001,Alamance County,NC,"Alamance County, NC"
North Carolina,Pitt,Organic,37147,Pitt County,NC,"Pitt County, NC"
North Carolina,Davidson,Organic,37057,Davidson County,NC,"Davidson County, NC"
North Carolina,Catawba,Organic,37035,Catawba County,NC,"Catawba County, NC"
North Carolina,Rowan,Organic,37159,Rowan County,NC,"Rowan County, NC"
North Carolina,Orange,Organic,37135,Orange County,NC,"Orange County, NC"
North Carolina,Randolph,Organic,37151,Randolph County,NC,"Randolph County, NC"
North Carolina,Brunswick,Organic,37019,Brunswick County,NC,"Brunswick County, NC"
North Carolina,Harnett,Organic,37085,Harnett County,NC,"Harnett County, NC"
North Carolina,Robeson,Organic,37155,Robeson County,NC,"Robeson County, NC"
North Carolina,Wayne,Organic,37191,Wayne County,NC,"Wayne County, NC"
North Carolina,Henderson,Organic,37089,Henderson County,NC,"Henderson County, NC"
North Carolina,Craven,Organic,37049,Craven County,NC,"Craven County, NC"
North Carolina,Moore,Organic,37125,Moore County,NC,"Moore County, NC"
North Carolina,Cleveland,Organic,37045,Cleveland County,NC,"Cleveland County, NC"
North Carolina,Nash,Organic,37127,Nash County,NC,"Nash County, NC"
North Carolina,Rockingham,Organic,37157,Rockingham County,NC,"Rockingham County, NC"
North Carolina,Lincoln,Organic,37109,Lincoln County,NC,"Lincoln County, NC"
North Carolina,Burke,Organic,37023,Burke County,NC,"Burke County, NC"
North Carolina,Caldwell,Organic,37027,Caldwell County,NC,"Caldwell County, NC"
North Carolina,Wilson,Organic,37195,Wilson County,NC,"Wilson County, NC"
North Carolina,Chatham,Organic,37037,Chatham County,NC,"Chatham County, NC"
North Carolina,Surry,Organic,37171,Surry County,NC,"Surry County, NC"
North Carolina,Franklin,Organic,37069,Franklin County,NC,"Franklin County, NC"
North Carolina,Carteret,Organic,37031,Carteret County,NC,"Carteret County, NC"
North Carolina,Wilkes,Organic,37193,Wilkes County,NC,"Wilkes County, NC"
North Carolina,Rutherford,Organic,37161,Rutherford County,NC,"Rutherford County, NC"
North Carolina,Lee,Organic,37105,Lee County,NC,"Lee County, NC"
North Carolina,Stanly,Organic,37167,Stanly County,NC,"Stanly County, NC"
North Carolina,Haywood,Organic,37087,Haywood County,NC,"Haywood County, NC"
North Carolina,Pender,Organic,37141,Pender County,NC,"Pender County, NC"
North Carolina,Granville,Organic,37077,Granville County,NC,"Granville County, NC"
North Carolina,Sampson,Organic,37163,Sampson County,NC,"Sampson County, NC"
North Carolina,Lenoir,Organic,37107,Lenoir County,NC,"Lenoir County, NC"
North Carolina,Watauga,Organic,37189,Watauga County,NC,"Watauga County, NC"
North Carolina,Hoke,Organic,37093,Hoke County,NC,"Hoke County, NC"
North Carolina,Columbus,Organic,37047,Columbus County,NC,"Columbus County, NC"
North Carolina,Duplin,Organic,37061,Duplin County,NC,"Duplin County, NC"
North Carolina,Edgecombe,Organic,37065,Edgecombe County,NC,"Edgecombe County, NC"
North Carolina,Halifax,Organic,37083,Halifax County,NC,"Halifax County, NC"
North Carolina,Beaufort,Organic,37013,Beaufort County,NC,"Beaufort County, NC"
North Carolina,Stokes,Organic,37169,Stokes County,NC,"Stokes County, NC"
North Carolina,McDowell,Organic,37111,McDowell County,NC,"McDowell County, NC"
North Carolina,Richmond,Organic,37153,Richmond County,NC,"Richmond County, NC"
North Carolina,Davie,Organic,37059,Davie County,NC,"Davie County, NC"
North Carolina,Vance,Organic,37181,Vance County,NC,"Vance County, NC"
North Carolina,Jackson,Organic,37099,Jackson County,NC,"Jackson County, NC"
North Carolina,Pasquotank,Organic,37139,Pasquotank County,NC,"Pasquotank County, NC"
North Carolina,Person,Organic,37145,Person County,NC,"Person County, NC"
North Carolina,Yadkin,Organic,37197,Yadkin County,NC,"Yadkin County, NC"
North Carolina,Dare,Organic,37055,Dare County,NC,"Dare County, NC"
North Carolina,Macon,Organic,37113,Macon County,NC,"Macon County, NC"
North Carolina,Alexander,Organic,37003,Alexander County,NC,"Alexander County, NC"
North Carolina,Scotland,Organic,37165,Scotland County,NC,"Scotland County, NC"
North Carolina,Transylvania,Organic,37175,Transylvania County,NC,"Transylvania County, NC"
North Carolina,Bladen,Organic,37017,Bladen County,NC,"Bladen County, NC"
North Carolina,Cherokee,Organic,37039,Cherokee County,NC,"Cherokee County, NC"
North Carolina,Currituck,Organic,37053,Currituck County,NC,"Currituck County, NC"
North Carolina,Ashe,Organic,37009,Ashe County,NC,"Ashe County, NC"
North Carolina,Montgomery,Organic,37123,Montgomery County,NC,"Montgomery County, NC"
North Carolina,Caswell,Organic,37033,Caswell County,NC,"Caswell County, NC"
North Carolina,Anson,Organic,37007,Anson County,NC,"Anson County, NC"
North Carolina,Hertford,Organic,37091,Hertford County,NC,"Hertford County, NC"
North Carolina,Madison,Organic,37115,Madison County,NC,"Madison County, NC"
North Carolina,Greene,Organic,37079,Greene County,NC,"Greene County, NC"
North Carolina,Polk,Organic,37149,Polk County,NC,"Polk County, NC"
North Carolina,Warren,Organic,37185,Warren County,NC,"Warren County, NC"
North Carolina,Yancey,Organic,37199,Yancey County,NC,"Yancey County, NC"
North Carolina,Bertie,Organic,37015,Bertie County,NC,"Bertie County, NC"
North Carolina,Avery,Organic,37011,Avery County,NC,"Avery County, NC"
North Carolina,Northampton,Organic,37131,Northampton County,NC,"Northampton County, NC"
North Carolina,Mitchell,Organic,37121,Mitchell County,NC,"Mitchell County, NC"
North Carolina,Swain,Organic,37173,Swain County,NC,"Swain County, NC"
North Carolina,Chowan,Organic,37041,Chowan County,NC,"Chowan County, NC"
North Carolina,Perquimans,Organic,37143,Perquimans County,NC,"Perquimans County, NC"
North Carolina,Pamlico,Organic,37137,Pamlico County,NC,"Pamlico County, NC"
North Carolina,Clay,Organic,37043,Clay County,NC,"Clay County, NC"
North Carolina,Alleghany,Organic,37005,Alleghany County,NC,"Alleghany County, NC"
North Carolina,Camden,Organic,37029,Camden County,NC,"Camden County, NC"
North Carolina,Gates,Organic,37073,Gates County,NC,"Gates County, NC"
North Carolina,Jones,Organic,37103,Jones County,NC,"Jones County, NC"
North Carolina,Graham,Organic,37075,Graham County,NC,"Graham County, NC"
North Carolina,Hyde,Organic,37095,Hyde County,NC,"Hyde County, NC"
North Carolina,Tyrrell,Organic,37177,Tyrrell County,NC,"Tyrrell County, NC"
Ohio,Franklin,Organic,39049,Franklin County,OH,"Franklin County, OH"
Ohio,Cuyahoga,Organic,39035,Cuyahoga County,OH,"Cuyahoga County, OH"
Ohio,Hamilton,Organic,39061,Hamilton County,OH,"Hamilton County, OH"
Ohio,Summit,Organic,39153,Summit County,OH,"Summit County, OH"
Ohio,Montgomery,Organic,39113,Montgomery County,OH,"Montgomery County, OH"
Ohio,Lucas,Organic,39095,Lucas County,OH,"Lucas County, OH"
Ohio,Butler,Organic,39017,Butler County,OH,"Butler County, OH"
Ohio,Stark,Organic,39151,Stark County,OH,"Stark County, OH"
Ohio,Lorain,Organic,39093,Lorain County,OH,"Lorain County, OH"
Ohio,Warren,Organic,39165,Warren County,OH,"Warren County, OH"
Ohio,Lake,Organic,39085,Lake County,OH,"Lake County, OH"
Ohio,Mahoning,Organic,39099,Mahoning County,OH,"Mahoning County, OH"
Ohio,Delaware,Organic,39041,Delaware County,OH,"Delaware County, OH"
Ohio,Clermont,Organic,39025,Clermont County,OH,"Clermont County, OH"
Ohio,Trumbull,Organic,39155,Trumbull County,OH,"Trumbull County, OH"
Ohio,Medina,Organic,39103,Medina County,OH,"Medina County, OH"
Ohio,Licking,Organic,39089,Licking County,OH,"Licking County, OH"
Ohio,Greene,Organic,39057,Greene County,OH,"Greene County, OH"
Ohio,Portage,Organic,39133,Portage County,OH,"Portage County, OH"
Ohio,Fairfield,Organic,39045,Fairfield County,OH,"Fairfield County, OH"
Ohio,Clark,Organic,39023,Clark County,OH,"Clark County, OH"
Ohio,Wood,Organic,39173,Wood County,OH,"Wood County, OH"
Ohio,Richland,Organic,39139,Richland County,OH,"Richland County, OH"
Ohio,Wayne,Organic,39169,Wayne County,OH,"Wayne County, OH"
Ohio,Miami,Organic,39109,Miami County,OH,"Miami County, OH"
Ohio,Allen,Organic,39003,Allen County,OH,"Allen County, OH"
